ProductID,SKU,ProductName,CategoryID,UnitPrice,UnitCost,StockQuantity,Active
PROD00700,SKU-916329,Portable Smartphone,CAT0620,987.80,497.90,61,true
PROD00701,SKU-569204,Premium Cookware Set,CAT0013,119.25,83.11,175,true
PROD00702,SKU-172732,Wireless Sneakers,CAT0312,44.33,18.57,7,true
PROD00703,SKU-614431,Compact Drill,CAT0273,686.23,461.83,59,true
PROD00704,SKU-657707,Classic Watch,CAT0616,509.22,258.43,354,true
PROD00705,SKU-649856,Essential Laptop,CAT0445,478.52,293.40,135,true
PROD00706,SKU-871733,Deluxe Printer,CAT0112,786.26,338.98,192,true
PROD00707,SKU-242645,Modern Speaker,CAT0367,1096.66,530.78,247,true
PROD00708,SKU-747054,Rustic Chair,CAT0685,582.25,245.19,203,true
PROD00709,SKU-943869,Modern Jacket,CAT0157,704.19,479.82,76,false
PROD00710,SKU-699551,Ultra Backpack,CAT0355,369.55,163.25,144,true
PROD00711,SKU-470086,Premium Monitor,CAT0163,684.20,334.48,405,true
PROD00712,SKU-559233,Eco Headphones,CAT0385,344.63,230.50,225,true
PROD00713,SKU-602701,Smart Laptop,CAT0565,749.05,329.98,145,true
PROD00714,SKU-300269,Vintage Smartphone,CAT0260,648.21,414.90,62,true
PROD00715,SKU-145505,Modern Vacuum,CAT0821,817.95,483.25,275,true
PROD00716,SKU-513448,Premium Camera,CAT0615,988.29,415.24,3,true
PROD00717,SKU-543457,Portable Monitor,CAT0369,733.14,300.18,371,true
PROD00718,SKU-978557,Rustic Treadmill,CAT0244,175.98,83.10,348,false
PROD00719,SKU-870326,Modern Tablet,CAT0179,896.24,477.90,474,true
PROD00720,SKU-639707,Ultra Chair,CAT0532,1182.77,709.51,64,true
PROD00721,SKU-756490,Ultra Drill,CAT0764,84.63,58.77,228,true
PROD00722,SKU-637361,Limited Sneakers,CAT0119,806.88,557.56,155,false
PROD00723,SKU-802036,Compact Laptop,CAT0518,492.15,238.31,332,true
PROD00724,SKU-548260,Portable Printer,CAT0793,157.84,99.48,128,false
PROD00725,SKU-552956,Rustic Backpack,CAT0691,725.27,357.84,309,true
PROD00726,SKU-493048,Eco Vacuum,CAT0981,429.17,200.73,346,true
PROD00727,SKU-747938,Classic Tablet,CAT0185,747.56,407.17,246,true
PROD00728,SKU-843167,Vintage Sneakers,CAT0667,897.36,433.65,43,true
PROD00729,SKU-577498,Eco Camera,CAT0345,733.36,366.48,17,false
PROD00730,SKU-136767,Smart Blender,CAT0731,105.52,50.34,405,false
PROD00731,SKU-287403,Premium Watch,CAT0679,390.08,174.47,203,true
PROD00732,SKU-170521,Rustic Guitar,CAT0861,346.73,226.60,248,false
PROD00733,SKU-546668,Vintage Laptop,CAT0149,492.05,283.69,178,true
PROD00734,SKU-687314,Portable Headphones,CAT0702,252.57,154.52,143,true
PROD00735,SKU-534168,Limited Jacket,CAT0278,182.19,120.64,172,true
PROD00736,SKU-174523,Advanced Printer,CAT0924,895.35,609.55,467,false
PROD00737,SKU-417139,Advanced Backpack,CAT0602,176.14,103.01,403,true
PROD00738,SKU-319242,Deluxe Cookware Set,CAT0824,556.21,254.16,246,true
PROD00739,SKU-835031,Eco Blender,CAT0867,1030.59,652.84,469,true
PROD00740,SKU-582333,Portable Coffee Maker,CAT0160,833.51,391.12,235,true
PROD00741,SKU-374532,Classic Desk,CAT0720,141.89,79.21,484,true
PROD00742,SKU-384128,Rustic Router,CAT0546,635.90,363.89,166,false
PROD00743,SKU-974240,Advanced Camera,CAT0728,617.82,255.23,150,true
PROD00744,SKU-669924,Classic Drill,CAT0424,1005.51,508.33,3,true
PROD00745,SKU-324079,Smart Jacket,CAT0384,1168.19,703.17,469,true
PROD00746,SKU-723443,Essential Treadmill,CAT0488,277.39,115.02,72,true
PROD00747,SKU-266815,Vintage Guitar,CAT0247,450.70,260.26,493,false
PROD00748,SKU-653914,Premium Headphones,CAT0316,249.92,102.70,366,true
PROD00749,SKU-405635,Essential Guitar,CAT0139,1104.37,497.51,466,true
PROD00750,SKU-145660,Wireless Headphones,CAT0247,264.52,136.50,352,true
PROD00751,SKU-842726,Advanced Speaker,CAT0040,978.46,423.00,442,true
PROD00752,SKU-203521,Advanced Monitor,CAT0467,638.65,411.21,186,true
PROD00753,SKU-498744,Rustic Cookware Set,CAT0315,14.14,8.31,307,true
PROD00754,SKU-188322,Vintage Treadmill,CAT0820,1073.64,609.68,362,true
PROD00755,SKU-164686,Smart Camera,CAT0185,319.65,176.72,148,true
PROD00756,SKU-525006,Limited Headphones,CAT0555,473.15,204.49,301,true
PROD00757,SKU-622447,Rustic Coffee Maker,CAT0983,1080.82,580.25,466,true
PROD00758,SKU-960520,Eco Drill,CAT0987,149.23,82.47,214,false
PROD00759,SKU-895646,Advanced Watch,CAT0399,80.67,55.33,369,true
PROD00760,SKU-806038,Modern Vacuum,CAT0416,289.46,161.71,169,true
PROD00761,SKU-880688,Premium Laptop,CAT0008,970.28,632.03,336,true
PROD00762,SKU-645701,Essential Guitar,CAT0479,652.56,420.24,285,true
PROD00763,SKU-525924,Compact Mixer,CAT0763,248.83,162.56,413,true
PROD00764,SKU-468277,Rustic Treadmill,CAT0989,838.80,344.80,161,true
PROD00765,SKU-859679,Eco Coffee Maker,CAT0694,945.90,482.78,58,true
PROD00766,SKU-626897,Premium Vacuum,CAT0493,490.04,237.14,48,true
PROD00767,SKU-937371,Limited Backpack,CAT0606,561.61,374.08,181,false
PROD00768,SKU-730119,Advanced Mixer,CAT0575,332.90,225.56,78,true
PROD00769,SKU-589260,Wireless Chair,CAT0138,1039.03,446.42,449,true
PROD00770,SKU-364235,Premium Coffee Maker,CAT0419,712.57,315.88,230,true
PROD00771,SKU-780278,Wireless Coffee Maker,CAT0502,208.91,140.36,18,true
PROD00772,SKU-871473,Modern Smartphone,CAT0810,1137.28,721.63,333,false
PROD00773,SKU-121298,Premium Guitar,CAT0650,108.35,48.50,440,true
PROD00774,SKU-113499,Wireless Jacket,CAT0891,711.39,316.82,147,true
PROD00775,SKU-671639,Essential Chair,CAT0859,250.89,128.44,186,true
PROD00776,SKU-823805,Premium Chair,CAT0184,638.09,407.17,159,true
PROD00777,SKU-513026,Classic Blender,CAT0260,1056.14,709.71,77,true
PROD00778,SKU-164022,Classic Printer,CAT0283,16.93,7.63,170,true
PROD00779,SKU-441548,Ultra Speaker,CAT0605,839.08,568.18,81,true
PROD00780,SKU-580902,Modern Laptop,CAT0678,970.37,540.87,130,false
PROD00781,SKU-610093,Compact Cookware Set,CAT0968,788.09,334.33,95,true
PROD00782,SKU-825667,Modern Drill,CAT0358,934.20,484.34,371,true
PROD00783,SKU-540284,Classic Jacket,CAT0152,674.09,437.09,218,true
PROD00784,SKU-439478,Smart Printer,CAT0834,559.21,285.77,98,true
PROD00785,SKU-661115,Ultra Sneakers,CAT0582,726.67,425.95,249,true
PROD00786,SKU-930375,Advanced Jacket,CAT0661,609.91,275.80,298,true
PROD00787,SKU-300073,Classic Tablet,CAT0946,816.81,526.79,14,true
PROD00788,SKU-276181,Vintage Coffee Maker,CAT0237,714.49,331.41,74,true
PROD00789,SKU-312756,Limited Desk,CAT0464,465.15,244.02,256,true
PROD00790,SKU-542552,Ultra Watch,CAT0224,633.29,342.87,91,true
PROD00791,SKU-813282,Portable Tablet,CAT0682,295.48,174.83,223,true
PROD00792,SKU-688283,Eco Camera,CAT0327,1159.43,524.67,259,true
PROD00793,SKU-334416,Advanced Treadmill,CAT0853,815.41,560.36,324,true
PROD00794,SKU-845093,Limited Speaker,CAT0563,884.65,442.15,416,true
PROD00795,SKU-398210,Classic Drill,CAT0814,847.34,589.59,136,true
PROD00796,SKU-229114,Rustic Headphones,CAT0568,162.22,66.14,364,true
PROD00797,SKU-414500,Vintage Router,CAT0495,473.28,294.67,224,true
PROD00798,SKU-855025,Ultra Desk,CAT0961,189.60,101.20,14,true
PROD00799,SKU-670526,Wireless Printer,CAT0207,311.72,184.05,215,true
PROD00800,SKU-326792,Vintage Vacuum,CAT0306,1128.02,725.04,53,true
PROD00801,SKU-749484,Ultra Treadmill,CAT0626,69.62,36.75,186,true
PROD00802,SKU-292825,Limited Speaker,CAT0999,86.09,39.11,482,true
PROD00803,SKU-250912,Smart Cookware Set,CAT0350,983.48,628.88,116,true
PROD00804,SKU-583296,Vintage Coffee Maker,CAT0098,587.74,297.47,237,true
PROD00805,SKU-875244,Ultra Sneakers,CAT0995,660.21,402.30,19,true
PROD00806,SKU-339833,Deluxe Mixer,CAT0551,409.27,279.88,204,true
PROD00807,SKU-263753,Deluxe Backpack,CAT0753,588.72,353.08,210,true
PROD00808,SKU-377555,Advanced Router,CAT0984,383.63,236.64,2,true
PROD00809,SKU-193338,Deluxe Laptop,CAT0673,1191.99,490.90,159,true
PROD00810,SKU-740057,Modern Chair,CAT0896,1115.00,652.32,452,false
PROD00811,SKU-145145,Rustic Sneakers,CAT0655,893.29,398.85,327,true
PROD00812,SKU-953913,Wireless Desk,CAT0216,918.02,486.10,213,false
PROD00813,SKU-175335,Smart Sneakers,CAT0826,263.65,143.78,416,true
PROD00814,SKU-404935,Smart Chair,CAT0865,517.41,240.71,206,true
PROD00815,SKU-780005,Portable Guitar,CAT0072,215.23,135.81,137,true
PROD00816,SKU-396759,Portable Desk,CAT0875,555.12,241.17,406,true
PROD00817,SKU-845572,Classic Sneakers,CAT0699,592.19,392.82,421,true
PROD00818,SKU-603893,Premium Printer,CAT0983,617.31,351.45,155,true
PROD00819,SKU-501154,Smart Camera,CAT0278,20.31,12.55,178,true
PROD00820,SKU-813773,Essential Drill,CAT0516,41.61,18.03,301,true
PROD00821,SKU-706529,Limited Blender,CAT0332,1198.61,634.75,108,true
PROD00822,SKU-781564,Portable Cookware Set,CAT0825,460.52,287.97,498,true
PROD00823,SKU-183371,Limited Speaker,CAT0948,1157.76,533.03,356,true
PROD00824,SKU-899232,Rustic Monitor,CAT0248,472.52,267.48,492,true
PROD00825,SKU-497340,Vintage Smartphone,CAT0935,1106.64,677.46,450,true
PROD00826,SKU-715059,Advanced Treadmill,CAT0815,961.78,578.01,96,true
PROD00827,SKU-989020,Deluxe Router,CAT0833,864.92,445.86,485,true
PROD00828,SKU-984924,Eco Smartphone,CAT0620,753.25,513.84,184,true
PROD00829,SKU-534939,Limited Speaker,CAT0605,272.61,171.88,333,true
PROD00830,SKU-399560,Essential Coffee Maker,CAT0044,449.33,192.23,213,true
PROD00831,SKU-995875,Premium Cookware Set,CAT0880,1149.38,654.57,489,true
PROD00832,SKU-787832,Smart Coffee Maker,CAT0170,126.60,73.35,234,true
PROD00833,SKU-422905,Ultra Speaker,CAT0146,1073.67,576.28,436,true
PROD00834,SKU-213118,Eco Speaker,CAT0586,76.33,52.36,176,true
PROD00835,SKU-650689,Portable Printer,CAT0511,747.00,352.50,311,true
PROD00836,SKU-169076,Compact Chair,CAT0543,522.57,301.44,299,true
PROD00837,SKU-269229,Portable Headphones,CAT0700,170.99,107.06,359,true
PROD00838,SKU-201293,Portable Drill,CAT0625,81.93,55.68,133,true
PROD00839,SKU-127561,Advanced Monitor,CAT0173,479.08,257.77,415,true
PROD00840,SKU-785529,Ultra Treadmill,CAT0337,780.46,348.03,55,true
PROD00841,SKU-794318,Essential Yoga Mat,CAT0290,710.05,295.17,59,true
PROD00842,SKU-304053,Premium Router,CAT0960,87.80,40.03,120,false
PROD00843,SKU-625647,Essential Headphones,CAT0134,472.17,303.96,2,true
PROD00844,SKU-636757,Eco Smartphone,CAT0472,673.52,327.85,497,true
PROD00845,SKU-740980,Eco Camera,CAT0467,318.81,198.29,469,true
PROD00846,SKU-154280,Premium Treadmill,CAT0065,1195.61,798.54,173,false
PROD00847,SKU-817203,Portable Speaker,CAT0363,397.41,199.97,371,true
PROD00848,SKU-419006,Essential Blender,CAT0234,659.65,435.93,465,true
PROD00849,SKU-643903,Limited Headphones,CAT0611,447.66,224.24,199,true
PROD00850,SKU-800060,Modern Tablet,CAT0944,485.06,289.69,267,true
PROD00851,SKU-350953,Classic Mixer,CAT0964,122.48,66.22,332,false
PROD00852,SKU-894225,Ultra Backpack,CAT0748,698.29,474.70,97,true
PROD00853,SKU-576371,Vintage Speaker,CAT0192,838.00,479.43,138,true
PROD00854,SKU-621473,Essential Printer,CAT0854,1031.96,496.16,336,true
PROD00855,SKU-828028,Compact Yoga Mat,CAT0043,265.44,124.69,48,false
PROD00856,SKU-332222,Advanced Printer,CAT0990,230.24,95.56,382,true
PROD00857,SKU-780221,Ultra Cookware Set,CAT0634,759.46,384.90,281,true
PROD00858,SKU-488610,Compact Yoga Mat,CAT0287,650.08,412.95,74,false
PROD00859,SKU-764853,Compact Treadmill,CAT0816,947.80,488.16,111,true
PROD00860,SKU-519999,Vintage Mixer,CAT0267,643.63,310.52,110,true
PROD00861,SKU-366042,Compact Yoga Mat,CAT0782,745.15,414.48,157,true
PROD00862,SKU-928638,Portable Monitor,CAT0109,559.22,371.62,122,true
PROD00863,SKU-991412,Modern Speaker,CAT0014,672.06,435.22,164,true
PROD00864,SKU-875209,Deluxe Laptop,CAT0446,718.68,438.53,324,true
PROD00865,SKU-695390,Ultra Coffee Maker,CAT0517,92.34,61.61,374,true
PROD00866,SKU-483507,Eco Chair,CAT0893,1127.75,692.77,10,true
PROD00867,SKU-879109,Smart Smartphone,CAT0019,689.37,356.93,298,true
PROD00868,SKU-428615,Essential Monitor,CAT0251,883.26,602.53,500,true
PROD00869,SKU-946931,Compact Headphones,CAT0300,595.32,302.81,420,true
PROD00870,SKU-738965,Compact Guitar,CAT0389,770.56,415.47,91,false
PROD00871,SKU-406823,Advanced Speaker,CAT0837,820.47,504.66,153,false
PROD00872,SKU-469376,Classic Guitar,CAT0939,1061.21,571.04,100,true
PROD00873,SKU-509595,Essential Desk,CAT0226,568.95,240.78,395,true
PROD00874,SKU-858733,Vintage Mixer,CAT0353,863.92,350.85,325,true
PROD00875,SKU-361101,Rustic Yoga Mat,CAT0136,235.31,102.52,415,true
PROD00876,SKU-119410,Vintage Yoga Mat,CAT0220,868.11,422.21,58,true
PROD00877,SKU-674542,Rustic Printer,CAT0868,634.69,403.50,299,true
PROD00878,SKU-954772,Portable Mixer,CAT0320,675.76,393.25,402,true
PROD00879,SKU-142201,Vintage Monitor,CAT0010,846.02,500.73,392,true
PROD00880,SKU-626083,Essential Guitar,CAT0259,820.34,419.80,279,true
PROD00881,SKU-611014,Vintage Cookware Set,CAT0391,504.40,210.76,85,true
PROD00882,SKU-374988,Modern Backpack,CAT0310,1042.71,467.71,121,false
PROD00883,SKU-557453,Essential Jacket,CAT0113,286.66,165.53,62,true
PROD00884,SKU-755190,Rustic Backpack,CAT0624,1122.72,721.58,276,true
PROD00885,SKU-161160,Deluxe Coffee Maker,CAT0038,598.08,312.32,224,true
PROD00886,SKU-883794,Advanced Treadmill,CAT0256,1061.09,492.29,380,true
PROD00887,SKU-906495,Limited Laptop,CAT0253,596.08,415.32,434,true
PROD00888,SKU-361898,Eco Yoga Mat,CAT0437,731.98,416.84,219,true
PROD00889,SKU-220209,Ultra Router,CAT0863,1198.07,582.85,476,true
PROD00890,SKU-391344,Rustic Tablet,CAT0948,14.59,6.17,34,true
PROD00891,SKU-951467,Modern Backpack,CAT0015,65.42,33.60,312,false
PROD00892,SKU-560012,Limited Cookware Set,CAT0077,1031.42,526.75,294,true
PROD00893,SKU-113484,Compact Jacket,CAT0630,1185.32,505.08,291,true
PROD00894,SKU-880006,Eco Tablet,CAT0374,632.83,293.89,500,true
PROD00895,SKU-940423,Smart Watch,CAT0583,230.52,150.93,405,true
PROD00896,SKU-675083,Eco Backpack,CAT0087,351.51,207.59,103,true
PROD00897,SKU-839425,Portable Blender,CAT0773,433.41,273.04,267,true
PROD00898,SKU-898442,Classic Tablet,CAT0921,922.99,486.74,83,true
PROD00899,SKU-690695,Essential Cookware Set,CAT0274,6.18,2.57,363,true
PROD00900,SKU-530077,Portable Blender,CAT0623,151.37,82.09,54,true
PROD00901,SKU-846837,Classic Camera,CAT0960,231.90,131.18,441,true
PROD00902,SKU-566133,Limited Speaker,CAT0598,6.82,2.88,350,true
PROD00903,SKU-999774,Smart Router,CAT0918,588.75,298.09,71,true
PROD00904,SKU-338537,Smart Guitar,CAT0677,183.53,92.47,235,true
PROD00905,SKU-496837,Compact Sneakers,CAT0724,441.91,304.13,286,true
PROD00906,SKU-507343,Advanced Laptop,CAT0473,504.41,281.21,356,true
PROD00907,SKU-478632,Modern Jacket,CAT0097,1121.80,647.17,75,true
PROD00908,SKU-983623,Compact Monitor,CAT0624,714.25,460.46,303,true
PROD00909,SKU-412100,Classic Monitor,CAT0394,1027.82,659.41,53,false
PROD00910,SKU-793080,Smart Yoga Mat,CAT0055,601.20,381.17,340,true
PROD00911,SKU-371118,Eco Backpack,CAT0705,896.06,454.67,8,true
PROD00912,SKU-501556,Ultra Treadmill,CAT0218,537.29,227.44,259,true
PROD00913,SKU-283353,Portable Monitor,CAT0992,862.10,462.20,53,false
PROD00914,SKU-303570,Smart Speaker,CAT0861,21.30,12.37,249,true
PROD00915,SKU-195642,Modern Speaker,CAT0508,984.19,452.91,204,true
PROD00916,SKU-182044,Modern Desk,CAT0166,342.85,217.13,170,true
PROD00917,SKU-299225,Deluxe Speaker,CAT0441,515.08,260.70,472,true
PROD00918,SKU-576030,Modern Chair,CAT0671,108.86,74.21,87,true
PROD00919,SKU-377769,Premium Jacket,CAT0563,803.76,556.46,317,true
PROD00920,SKU-847073,Deluxe Camera,CAT0106,1184.14,725.96,306,true
PROD00921,SKU-588290,Vintage Cookware Set,CAT0235,975.64,576.52,164,true
PROD00922,SKU-968864,Vintage Monitor,CAT0619,361.25,158.59,312,true
PROD00923,SKU-564819,Smart Router,CAT0241,800.82,454.97,478,true
PROD00924,SKU-952832,Wireless Speaker,CAT0458,209.32,145.87,8,true
PROD00925,SKU-210502,Rustic Treadmill,CAT0927,164.05,108.95,37,false
PROD00926,SKU-189406,Classic Coffee Maker,CAT0807,167.77,69.06,283,true
PROD00927,SKU-505916,Essential Treadmill,CAT0400,463.85,313.09,121,true
PROD00928,SKU-353786,Advanced Speaker,CAT0866,614.37,311.79,420,true
PROD00929,SKU-169756,Smart Drill,CAT0730,137.63,83.88,112,true
PROD00930,SKU-668174,Deluxe Smartphone,CAT0697,848.40,420.23,120,true
PROD00931,SKU-612336,Essential Camera,CAT0871,861.19,395.29,237,true
PROD00932,SKU-783776,Essential Treadmill,CAT0328,144.95,67.22,90,true
PROD00933,SKU-548593,Advanced Guitar,CAT0870,882.25,417.80,399,true
PROD00934,SKU-788660,Limited Vacuum,CAT0634,222.68,112.15,316,true
PROD00935,SKU-483724,Classic Printer,CAT0359,404.13,237.27,332,true
PROD00936,SKU-248346,Portable Mixer,CAT0277,522.23,342.37,217,true
PROD00937,SKU-303632,Vintage Coffee Maker,CAT0590,44.96,27.39,21,false
PROD00938,SKU-232851,Premium Guitar,CAT0963,417.66,286.63,285,true
PROD00939,SKU-610230,Wireless Monitor,CAT0327,948.77,495.11,146,true
PROD00940,SKU-841563,Deluxe Tablet,CAT0957,83.13,36.67,297,true
PROD00941,SKU-237801,Compact Vacuum,CAT0260,1199.91,759.37,104,true
PROD00942,SKU-175661,Portable Monitor,CAT0932,23.40,9.85,193,false
PROD00943,SKU-853306,Limited Cookware Set,CAT0334,1005.94,506.92,246,true
PROD00944,SKU-624262,Advanced Jacket,CAT0809,1045.87,558.35,253,false
PROD00945,SKU-213019,Advanced Smartphone,CAT0818,790.55,524.91,336,true
PROD00946,SKU-366291,Vintage Guitar,CAT0885,186.03,126.11,243,true
PROD00947,SKU-645169,Portable Vacuum,CAT0631,720.73,376.35,269,true
PROD00948,SKU-847458,Wireless Cookware Set,CAT0638,1092.46,462.50,453,true
PROD00949,SKU-237548,Essential Cookware Set,CAT0379,582.61,371.19,310,false
PROD00950,SKU-256288,Smart Tablet,CAT0640,106.99,45.82,436,false
PROD00951,SKU-523804,Smart Speaker,CAT0215,1044.30,596.09,80,true
PROD00952,SKU-391400,Classic Coffee Maker,CAT0378,187.52,124.00,74,true
PROD00953,SKU-683294,Rustic Backpack,CAT0781,148.16,89.29,139,true
PROD00954,SKU-572841,Smart Treadmill,CAT0627,777.87,473.01,98,true
PROD00955,SKU-130623,Portable Treadmill,CAT0194,472.66,194.81,187,true
PROD00956,SKU-550090,Eco Headphones,CAT0911,766.36,351.70,326,true
PROD00957,SKU-639721,Premium Vacuum,CAT0410,976.81,519.53,438,true
PROD00958,SKU-727693,Classic Laptop,CAT0520,765.07,472.33,223,true
PROD00959,SKU-768500,Limited Desk,CAT0359,733.91,485.72,75,true
PROD00960,SKU-874828,Rustic Desk,CAT0737,1066.07,727.30,470,false
PROD00961,SKU-762025,Portable Watch,CAT0385,480.19,227.44,46,true
PROD00962,SKU-827644,Eco Headphones,CAT0994,329.19,174.99,344,true
PROD00963,SKU-328576,Portable Printer,CAT0917,561.84,386.16,418,true
PROD00964,SKU-221302,Modern Headphones,CAT0130,175.20,90.04,415,true
PROD00965,SKU-242918,Compact Cookware Set,CAT0711,16.69,11.06,457,true
PROD00966,SKU-211063,Smart Cookware Set,CAT0286,538.75,345.35,342,true
PROD00967,SKU-359152,Classic Backpack,CAT0190,971.31,467.78,21,true
PROD00968,SKU-771378,Deluxe Smartphone,CAT0668,1015.78,450.25,198,true
PROD00969,SKU-636737,Rustic Jacket,CAT0678,1093.02,521.99,320,true
PROD00970,SKU-526777,Limited Chair,CAT0167,200.92,136.65,320,true
PROD00971,SKU-758750,Smart Laptop,CAT0462,36.73,19.76,282,false
PROD00972,SKU-598059,Vintage Blender,CAT0385,327.34,144.29,161,true
PROD00973,SKU-739977,Essential Camera,CAT0497,540.54,232.07,95,true
PROD00974,SKU-888761,Limited Headphones,CAT0902,741.67,336.11,262,true
PROD00975,SKU-322691,Compact Chair,CAT0760,268.09,152.99,176,true
PROD00976,SKU-596592,Portable Monitor,CAT0102,374.94,246.64,159,true
PROD00977,SKU-865761,Premium Headphones,CAT0562,969.61,470.90,112,true
PROD00978,SKU-779774,Compact Blender,CAT0421,1086.86,748.25,349,true
PROD00979,SKU-466094,Vintage Mixer,CAT0248,666.46,314.84,13,true
PROD00980,SKU-331276,Modern Backpack,CAT0531,197.93,81.91,19,true
PROD00981,SKU-169910,Modern Monitor,CAT0668,764.73,417.94,430,true
PROD00982,SKU-509164,Classic Monitor,CAT0760,486.26,242.65,454,true
PROD00983,SKU-847147,Ultra Guitar,CAT0494,1023.29,488.91,253,true
PROD00984,SKU-161869,Portable Vacuum,CAT0309,135.89,81.37,410,true
PROD00985,SKU-718864,Portable Guitar,CAT0880,228.63,124.25,245,true
PROD00986,SKU-115683,Ultra Blender,CAT0515,980.91,616.75,100,true
PROD00987,SKU-357067,Rustic Headphones,CAT0200,631.11,433.08,394,true
PROD00988,SKU-219573,Modern Camera,CAT0544,831.47,451.54,227,true
PROD00989,SKU-760926,Vintage Treadmill,CAT0475,943.05,440.47,430,true
PROD00990,SKU-541226,Classic Drill,CAT0954,727.63,340.48,58,true
PROD00991,SKU-144964,Wireless Yoga Mat,CAT0070,1057.99,643.22,159,true
PROD00992,SKU-438919,Premium Drill,CAT0921,1154.05,713.29,301,true
PROD00993,SKU-620899,Premium Guitar,CAT0058,881.65,544.53,233,true
PROD00994,SKU-832196,Deluxe Printer,CAT0795,312.50,139.20,252,true
PROD00995,SKU-641435,Limited Guitar,CAT0532,842.63,445.84,187,true
PROD00996,SKU-557309,Eco Smartphone,CAT0340,748.26,324.35,325,true
PROD00997,SKU-220426,Rustic Watch,CAT0885,641.60,367.05,493,true
PROD00998,SKU-997065,Compact Coffee Maker,CAT0494,323.11,193.85,291,true
PROD00999,SKU-723831,Essential Router,CAT0055,231.40,98.23,361,true
PROD01000,SKU-679749,Wireless Drill,CAT0703,341.38,143.35,357,true
